freq_hz,R_ohm,X_ohm,S11_real,S11_imag
100000000.0,68.82541092925396,-1789.0675362694044,0.996303895253,-0.0556495530863
100562500.0,66.85818973624622,-1779.4697048239618,0.996325408597,-0.055955205998
101125000.0,63.754770539220786,-1769.2289297233895,0.996380822536,-0.0562890983891
101687500.0,65.85860443751771,-1761.348392247528,0.996281543461,-0.0565300909536
102250000.0,63.07538596547627,-1748.916309175172,0.996318554588,-0.0569402427187
102812500.0,62.3644077302737,-1741.7345478500838,0.996311404034,-0.0571760680879
103375000.0,63.95781182237683,-1731.3572805554609,0.99621476112,-0.0575090095951
103937500.0,59.199537817069654,-1721.682006291659,0.996330800592,-0.0578500122302
104500000.0,58.512918053814154,-1712.3570661571441,0.996314026352,-0.058165452879
105062500.0,60.230843664853325,-1703.4931023003192,0.996217249618,-0.0584581317644
105625000.0,59.162103727138735,-1694.9807105152895,0.99621605557,-0.0587540235991
106187500.0,58.27442976845744,-1686.6331573505868,0.996209482072,-0.0590463808913
106750000.0,57.836824328998794,-1678.7573203945258,0.996189316155,-0.0593230878256
107312500.0,58.86710296174882,-1669.930205818404,0.99611260965,-0.059629313086
107875000.0,54.356800347601876,-1661.0549420699504,0.996232598138,-0.0599660152553
108437500.0,54.075269530498154,-1651.7843682580499,0.996200555427,-0.0603011952989
109000000.0,55.293070586840095,-1644.0225955879675,0.996120225879,-0.0605779305813
109562500.0,55.68036328490114,-1636.1480762009442,0.996068656591,-0.0608652331955
110125000.0,52.42088466118791,-1629.2898296245394,0.996156923546,-0.0611348496128
110687500.0,51.81891325135677,-1618.5075833878805,0.996128461111,-0.0615417592973
111250000.0,53.76772250183493,-1612.48331371998,0.996025550278,-0.0617603788869
111812500.0,51.84970093563435,-1603.0034929209685,0.996052327319,-0.0621320734221
112375000.0,52.66547113809767,-1595.739484517234,0.995984806628,-0.0624085442812
112937500.0,52.57922780985994,-1588.8599769249515,0.995953479782,-0.062676958654
113500000.0,53.73146412663184,-1581.1802779762006,0.995868739335,-0.0629728688559
114062500.0,49.33976231786491,-1571.0829063916103,0.995991406286,-0.0633969008561
114625000.0,51.180842044109966,-1563.4280155268536,0.995877816317,-0.0636952344431
115187500.0,50.703168698600905,-1556.8078608728217,0.995862293279,-0.0639663521266
115750000.0,48.011851111314115,-1549.1979861839445,0.99593247808,-0.0642921921765
116312500.0,49.42650005445497,-1539.9178265969388,0.995824578309,-0.0646689392869
116875000.0,48.567430864461194,-1534.9574549304855,0.995833670755,-0.0648808442933
117437500.0,48.22995939063696,-1526.381238837048,0.995801221236,-0.0652442205123
118000000.0,46.69450629335711,-1521.2530554033578,0.995838520299,-0.065470769259
118562500.0,48.18957577549648,-1512.8762206430472,0.995727982391,-0.0658219959072
119125000.0,47.75263119244666,-1505.2181660231558,0.995703629199,-0.0661565351106
119687500.0,47.045072811996675,-1498.9853223051869,0.995699071126,-0.0664333496549
120250000.0,47.662798402031406,-1492.2480337277925,0.995632922471,-0.0667271772099
120812500.0,45.94709325214477,-1484.3679523373337,0.995663514177,-0.06708843763
121375000.0,45.76920482379481,-1479.144369229142,0.99564098909,-0.0673244228643
121937500.0,45.81638848465382,-1471.4871884833483,0.99559354532,-0.0676715300044
122500000.0,46.31491278257065,-1466.557223467661,0.99554111385,-0.067894072714
123062500.0,44.413454516370884,-1458.255067683317,0.995578697518,-0.0682888554726
123625000.0,45.385733994135705,-1452.2070295364297,0.995496432125,-0.0685648959463
124187500.0,43.82039022681715,-1445.802855298053,0.995530549395,-0.0688756935534
124750000.0,43.739176103966294,-1438.5367100562978,0.995489350962,-0.0692211570128
125312500.0,42.33840763193239,-1433.208227249128,0.995523229842,-0.069485103615
125875000.0,42.18294530388686,-1425.2015475727374,0.995480557226,-0.0698731941623
126437500.0,41.521139582345214,-1419.3716712303558,0.995475951617,-0.070161999112
127000000.0,44.145213532898914,-1413.7888227567814,0.995310704382,-0.0704196579151
127562500.0,41.10038083550931,-1408.1622783981304,0.9954248969,-0.070718558431
128125000.0,40.90584044905781,-1401.050096739795,0.995388311762,-0.0710758100917
128687500.0,41.367120128347,-1394.0973105635726,0.995318960278,-0.0714242156031
129250000.0,41.10105779774205,-1387.8757149717228,0.995290714241,-0.0717434407215
129812500.0,41.58587467693984,-1381.9372689369839,0.995225273332,-0.0720457467352
130375000.0,39.42292124210656,-1376.249691206423,0.995298626926,-0.0723557579138
130937500.0,39.48303826996092,-1369.7988148517827,0.995251266856,-0.0726932070978
131500000.0,39.30496653673193,-1363.3144992637617,0.99521563911,-0.0730372433247
132062500.0,38.78890945723219,-1357.8102681343573,0.995204571127,-0.0733344130891
132625000.0,39.486760344369195,-1350.6886881828925,0.995116332009,-0.0737127490916
133187500.0,37.831428976795436,-1344.8700705814056,0.995164505672,-0.0740408265464
133750000.0,39.698768128389545,-1340.0144419133171,0.995026914936,-0.0742931697466
134312500.0,38.9618555962888,-1333.9089073500286,0.995022353266,-0.0746356657201
134875000.0,38.172753721153974,-1330.0475782278509,0.995037556036,-0.0748563053535
135437500.0,37.50631551349706,-1323.7939853077821,0.995028298475,-0.075211812278
136000000.0,36.724614096119005,-1316.4218220942707,0.99501722302,-0.0756352325054
136562500.0,37.187248362337144,-1312.8599555487576,0.994963776377,-0.0758351300909
137125000.0,37.097180011516706,-1307.0985737530557,0.994924680638,-0.07616713536
137687500.0,37.980943677762326,-1301.5996984592907,0.994830435484,-0.0764791025638
138250000.0,39.07871743732516,-1297.2179830056339,0.994731281942,-0.0767262485232
138812500.0,36.83304380661372,-1291.2280260473099,0.994815348932,-0.0770969952313
139375000.0,36.07751520183403,-1287.0334837328926,0.99482665122,-0.0773520597949
139937500.0,37.06600043839635,-1280.5789783521427,0.994715146865,-0.0777303631071
140500000.0,36.84313224477274,-1275.70201333107,0.994688354904,-0.0780266230376
141062500.0,35.70847050140294,-1270.5869317963518,0.994715020649,-0.0783472818837
141625000.0,35.87308073433504,-1267.2122402570453,0.994676851912,-0.0785526541744
142187500.0,36.60343760319658,-1261.5291755350952,0.994583751102,-0.0788970530026
142750000.0,35.66759284003302,-1257.5045382408018,0.994607544964,-0.0791552144192
143312500.0,36.117700595477785,-1251.5053287280894,0.994527629533,-0.079527213951
143875000.0,35.76277995080915,-1247.3964386047412,0.994514177358,-0.0797898066081
144437500.0,35.201275657365464,-1241.5145031655586,0.994498236355,-0.0801692146691
145000000.0,34.22432529198688,-1237.3893042182192,0.994524580666,-0.0804426191188
145562500.0,34.18547658281862,-1232.353866027627,0.994482474701,-0.0807686065237
146125000.0,34.08406763916352,-1227.1357619376356,0.994442311321,-0.0811097598297
146687500.0,34.596141634864736,-1223.053075863541,0.994371571617,-0.0813732933095
147250000.0,34.684065110403175,-1216.6879986760464,0.994306957728,-0.0817940919495
147812500.0,34.263500542252125,-1212.7751793935452,0.994298522653,-0.0820593752671
148375000.0,33.83981983860236,-1207.8617750078324,0.99428088989,-0.0823939567407
148937500.0,33.15023261387989,-1203.2941736910946,0.994284542854,-0.0827102470741
149500000.0,32.766338376429445,-1198.8820841650472,0.994268927946,-0.0830153869723
150062500.0,33.34325762896112,-1193.6532902544272,0.994178941245,-0.0833699825678
150625000.0,31.73320001962402,-1189.6921522884636,0.994252429218,-0.0836604935623
151187500.0,32.82588329356606,-1185.7934388513947,0.994138155399,-0.0839222787736
151750000.0,30.90284298162702,-1181.785368271449,0.994234247563,-0.0842230212932
152312500.0,31.749424413752664,-1177.5082050147737,0.994132290896,-0.0845177279736
152875000.0,31.061410119556662,-1173.3518439433774,0.994140105853,-0.0848210954208
153437500.0,31.744169332395145,-1168.7211413315956,0.994044536464,-0.0851470655069
154000000.0,30.292896380733097,-1165.0714566112692,0.994112726732,-0.0854259137607
154562500.0,30.067694034563175,-1161.5501511460989,0.994093602268,-0.0856847104323
155125000.0,30.107048269985665,-1158.1952995134072,0.994056606487,-0.0859301469543
155687500.0,28.17022553518979,-1153.0496668027424,0.994147332382,-0.0863297553594
156250000.0,29.92804545791316,-1149.616952707091,0.99398135646,-0.0865670442239
156812500.0,28.687373233900544,-1145.3551102677973,0.994029925619,-0.0868990146695
157375000.0,29.389962621935865,-1142.69946254012,0.993949234753,-0.0870916922915
157937500.0,28.385208943980047,-1138.1899882150137,0.993977876233,-0.0874440608341
158500000.0,28.18274287482495,-1134.553901800915,0.993954904066,-0.0877237984559
159062500.0,28.318221086320808,-1131.0138970872779,0.99390674349,-0.0879943095711
159625000.0,28.502628961132366,-1126.718813515658,0.9938461067,-0.0883245242769
160187500.0,27.851240620244212,-1122.5208750019972,0.993851166254,-0.0886587571606
160750000.0,28.136538792546137,-1118.2446981688686,0.993781792249,-0.0889913727575
161312500.0,27.119830863111527,-1115.1499315042042,0.993827978486,-0.0892472051812
161875000.0,26.833114775978768,-1112.315438895322,0.993819476422,-0.0894756358155
162437500.0,27.019660223464772,-1108.5438502861184,0.993762587714,-0.0897750653701
163000000.0,26.823196495056422,-1105.8156303998362,0.993747756159,-0.0899966322658
163562500.0,25.890855700249187,-1101.9827698898232,0.993780077624,-0.09031716964
164125000.0,25.423026925656803,-1098.3534914104896,0.993777332366,-0.0906180645392
164687500.0,26.09668183619199,-1095.017783360869,0.993684160842,-0.0908838076507
165250000.0,25.33059127838004,-1092.0217555093693,0.993712947913,-0.0911395694699
165812500.0,25.00812734519052,-1087.741857047133,0.993690478901,-0.0914984874335
166375000.0,26.153032997070078,-1084.320922076966,0.993554825517,-0.0917709677909
166937500.0,25.54700153195102,-1080.7763456781229,0.993563811889,-0.0920761873489
167500000.0,25.351596424179228,-1077.5847311631665,0.993542399025,-0.0923485704461
168062500.0,25.05459224490712,-1074.2000053008182,0.993527203277,-0.092640277779
168625000.0,24.868944231157386,-1071.083132486809,0.993505607452,-0.0929094751548
169187500.0,24.830444039900602,-1067.7922436087813,0.993469038343,-0.0931934894965
169750000.0,24.482567707526695,-1063.2498055372002,0.993443711824,-0.0935919953183
170312500.0,23.867714294482305,-1060.4791273076016,0.993463453043,-0.0938416963185
170875000.0,25.01250325041689,-1057.2468969709714,0.993322712745,-0.0941115270739
171437500.0,23.945923586652317,-1052.8181941183188,0.993361494571,-0.0945168977329
172000000.0,23.98391305369363,-1050.089576731899,0.993323726088,-0.0947595951205
172562500.0,24.075976109630975,-1046.2536321553316,0.993266640067,-0.0951023888782
173125000.0,23.44617638841278,-1042.9491436115277,0.993281156971,-0.0954088003996
173687500.0,23.793482641785708,-1040.14214361571,0.993213401133,-0.0956592268134
174250000.0,23.57416262100832,-1035.43601720484,0.993172030648,-0.0960925023075
174812500.0,23.37913813322488,-1032.3883773413793,0.993149884677,-0.0963758858829
175375000.0,23.485123902987805,-1029.0028219147994,0.993095105477,-0.0966883577494
175937500.0,23.01891583088304,-1024.9058488006103,0.993083782705,-0.0970771953618
176500000.0,23.42645245437961,-1021.9452711500778,0.993005429625,-0.0973500404762
177062500.0,23.384487727524707,-1017.3452642749431,0.992946353964,-0.097786243562
177625000.0,23.25752697853876,-1014.5726460518267,0.992920092279,-0.0980524596797
178187500.0,22.905814120645577,-1011.4046088846621,0.992909750335,-0.0983613073363
178750000.0,23.807191033832105,-1008.1693463579506,0.992777121962,-0.0986609045595
179312500.0,23.27965981481665,-1004.6201573214992,0.99277770749,-0.099013295858
179875000.0,22.8501532440553,-1001.4483667319647,0.992774278771,-0.0993297392114
180437500.0,23.19070638081544,-998.1268162926597,0.992692723459,-0.0996518414741
181000000.0,22.682517424722707,-994.4872715070413,0.992689991159,-0.100020073665
181562500.0,23.273623989344614,-990.4061472211392,0.992570657697,-0.100419030561
182125000.0,23.25291210709942,-988.0771539406832,0.992537871647,-0.100653452993
182687500.0,23.17306292683223,-984.0520016645137,0.992485148083,-0.101061849475
183250000.0,23.1716740492516,-981.7878085537418,0.992450780106,-0.101292366921
183812500.0,23.035628880761447,-978.0437979349045,0.992407180086,-0.101677914458
184375000.0,23.71173572075155,-974.850045547183,0.992287679902,-0.101996724474
184937500.0,23.64898373464566,-970.6054647236778,0.992227013139,-0.10243866435
185500000.0,23.59652372792814,-967.4551541995667,0.992182109178,-0.102769239464
186062500.0,23.769784258897708,-965.1813570123225,0.992127167206,-0.103005743015
186625000.0,23.35665711154148,-961.6421023966101,0.992113346934,-0.103387176214
187187500.0,24.47129563190489,-959.2461476827342,0.991955129701,-0.103623963803
187750000.0,23.63590923204294,-956.2354792195107,0.991994430784,-0.103960274213
188312500.0,23.838390413101756,-952.8373153823077,0.991915661584,-0.104323229012
188875000.0,23.62999722667826,-949.4593213053754,0.991881083519,-0.104693483935
189437500.0,23.20832743767303,-947.1033469140483,0.991887053286,-0.104957991189
190000000.0,24.150383269515252,-943.7396562322211,0.99172560648,-0.105311300519
190562500.0,24.502114959405564,-940.629697168778,0.991632123601,-0.105648987917
191125000.0,23.478603514835044,-937.5600792262312,0.991691869353,-0.106008705324
191687500.0,23.25147106373456,-934.8585153320063,0.99166959096,-0.106315323285
192250000.0,23.484689709517678,-931.3122187255851,0.991580025717,-0.106711002824
192812500.0,23.377728576287424,-928.9112765459173,0.991548880464,-0.106985326321
193375000.0,23.16826412214867,-925.0774179126903,0.991503146003,-0.10742700883
193937500.0,22.966355952958036,-922.8462726406747,0.991485534753,-0.107687199314
